Species,Location,Latitude,Longitude,Observation Date
Mergus merganser,"Sand Point Way NE, Seattle, WA, US",47.6881166667,-122.2559583333,2024-07-30
Pipilo maculatus,"Warren G. Magnuson Park, Seattle, WA, US",47.6826484367,-122.2581314589,2024-07-28
Poecile atricapillus,"Warren G. Magnuson Park, Seattle, WA, US",47.6770027115,-122.2582583375,2024-07-28
Junco hyemalis,"Warren G. Magnuson Park, Seattle, WA, US",47.6825144142,-122.2584838852,2024-07-28
Pandion haliaetus,"Warren G. Magnuson Park, Seattle, WA, US",47.6794097357,-122.2583543946,2024-07-28
Corvus brachyrhynchos,"Warren G. Magnuson Park, Seattle, WA, US",47.6790083431,-122.25805,2024-07-28
Corvus brachyrhynchos,"Sand Point, Seattle, WA 98115, USA",47.6864627216,-122.2597174241,2024-07-25
Bombycilla cedrorum,"Sand Point, Seattle, WA 98115, USA",47.6775167172,-122.2565993561,2024-07-25
Pandion haliaetus,"Sand Point, Seattle, WA 98115, USA",47.6793470307,-122.2581961839,2024-07-25
Poecile atricapillus,"Sand Point, Seattle, WA 98115, USA",47.680148343,-122.2492622292,2024-07-25
Psaltriparus minimus,"Sand Point, Seattle, WA 98115, USA",47.6800563757,-122.2490731054,2024-07-25
Columba livia domestica,"Sand Point, Seattle, WA 98115, USA",47.6782833333,-122.2487027778,2024-07-25
Psaltriparus minimus,"Warren G. Magnuson Park, Seattle, WA, US",47.6776466731,-122.2610866667,2024-07-24
Dryocopus pileatus,"Warren G. Magnuson Park, Seattle, WA, US",47.6772416731,-122.2609333333,2024-07-24
Podilymbus podiceps,"Sand Point, Seattle, WA 98115, USA",47.6768419554,-122.2546717527,2024-07-18
Ardea herodias,"Sand Point, Seattle, WA 98115, USA",47.677768456,-122.2537676988,2024-07-18
Corvus brachyrhynchos,"Sand Point, Seattle, WA 98115, USA",47.6776514935,-122.2491638262,2024-07-18
Megaceryle alcyon,"Sand Point, Seattle, WA 98115, USA",47.6775778494,-122.2516324832,2024-07-18
Anas platyrhynchos,"Sand Point, Seattle, WA 98115, USA",47.6775390441,-122.251987725,2024-07-18
Psaltriparus minimus,"Sand Point, Seattle, WA 98115, USA",47.6765521317,-122.254785624,2024-07-18
Columba livia domestica,"Sand Point, Seattle, WA 98115, USA",47.6790833333,-122.2482944444,2024-07-18
Geothlypis trichas,"Sand Point, Seattle, WA 98115, USA",47.67691767,-122.25340979,2024-07-18
Pandion haliaetus,"Sand Point, Seattle, WA 98115, USA",47.6793460635,-122.2582028941,2024-07-11
Haemorhous mexicanus,"Sand Point, Seattle, WA 98115, USA",47.6806644218,-122.2541426415,2024-07-11
Passerculus sandwichensis,"Sand Point, Seattle, WA 98115, USA",47.6807297438,-122.2539406878,2024-07-11
Molothrus ater,"Sand Point, Seattle, WA 98115, USA",47.6779983827,-122.2531264517,2024-07-11
Pipilo maculatus,"Sand Point, Seattle, WA 98115, USA",47.6771029966,-122.2532537111,2024-07-11
Melospiza melodia,"Warren G. Magnuson Park, Seattle, WA, US",47.6774142525,-122.2521845239,2024-07-09
Corvus brachyrhynchos,"Warren G. Magnuson Park, Seattle, WA, US",47.6758700031,-122.2572416667,2024-07-09
Aix sponsa,"Warren G. Magnuson Park, Seattle, WA, US",47.6776416731,-122.250855,2024-07-09
Regulus satrapa,"Warren G. Magnuson Park, 7400 Sand Point Way NE, Seattle, WA 98115, USA",47.6797687,-122.2536022,2024-07-08
Spinus tristis,"Warren G. Magnuson Park, 7400 Sand Point Way NE, Seattle, WA 98115, USA",47.6797687,-122.2536022,2024-07-08
Melospiza melodia,"Sand Point, Seattle, WA 98115, USA",47.6770945075,-122.2584094392,2024-07-04
Pipilo maculatus,"Warren G. Magnuson Park, Seattle, WA, US",47.6797389906,-122.2543434779,2024-07-04
Corvus,"Warren G. Magnuson Park, Seattle, WA, US",47.6772667454,-122.2582776483,2024-07-04
Pandionidae,"Warren G. Magnuson Park, Seattle, WA, US",47.6793280686,-122.2581944478,2024-07-04
Megaceryle alcyon,"Sand Point, Seattle, WA 98115, USA",47.6774166,-122.2531108,2024-06-28
Aix sponsa,"Sand Point, Seattle, WA 98115, USA",47.6778356,-122.2529887,2024-06-28
Podilymbus podiceps,"Sand Point, Seattle, WA 98115, USA",47.6772879722,-122.2532099722,2024-06-28
Melospiza melodia,"Sand Point, Seattle, WA 98115, USA",47.6772820797,-122.2559773199,2024-06-27
Turdus migratorius,"Sand Point, Seattle, WA 98115, USA",47.6809732102,-122.2515301162,2024-06-27
Pandion haliaetus,"Sand Point, Seattle, WA 98115, USA",47.6795125647,-122.2571972738,2024-06-27
Psaltriparus minimus,"Sand Point, Seattle, WA 98115, USA",47.6811789811,-122.2509136828,2024-06-27
Aix sponsa,"Sand Point, Seattle, WA 98115, USA",47.6775653048,-122.2526331146,2024-06-27
Ardea herodias,"Sand Point, Seattle, WA 98115, USA",47.6770217149,-122.254754004,2024-06-27
Poecile atricapillus,"Sand Point, Seattle, WA 98115, USA",47.6769053234,-122.2551065797,2024-06-27
Bombycilla cedrorum,"Sand Point, Seattle, WA 98115, USA",47.6776403438,-122.2568640557,2024-06-27
Junco hyemalis,"Warren G. Magnuson Park, Seattle, WA, US",47.6765783431,-122.2588583333,2024-06-26
Anas platyrhynchos,"Sand Point, Seattle, WA 98115, USA",47.6777222222,-122.2507777778,2024-06-22
Nannopterum auritum,"Lake Washington, Seattle, WA, US",47.6776366667,-122.2465966667,2024-02-11
Aix sponsa,"Sand Point, Seattle, WA 98115, USA",47.6773194444,-122.2529833333,2024-06-13
Pipilo maculatus,"Sand Point, Seattle, WA 98115, USA",47.6773138889,-122.2526444444,2024-06-13
Corvus brachyrhynchos,"Warren G. Magnuson Park, Seattle, WA, US",47.6822586617,-122.2599673271,2024-06-07
Sturnus vulgaris,"Warren G. Magnuson Park, Seattle, WA, US",47.6822641509,-122.2599671407,2024-06-07
Dryocopus pileatus,"Sand Point, Seattle, WA 98115, USA",47.6780494924,-122.2528297238,2024-05-30
Megaceryle alcyon,"Warren G. Magnuson Park, 7400 Sand Point Way NE, Seattle, WA 98115, USA",47.6797687,-122.2536022,2024-05-30
Pipilo maculatus,"Warren G. Magnuson Park, 7400 Sand Point Way NE, Seattle, WA 98115, USA",47.6797687,-122.2536022,2024-05-30
Mareca strepera,"Warren G. Magnuson Park, 7400 Sand Point Way NE, Seattle, WA 98115, USA",47.676879243,-122.2546965413,2024-05-30
Aix sponsa,"Warren G. Magnuson Park, 7400 Sand Point Way NE, Seattle, WA 98115, USA",47.6797687,-122.2536022,2024-05-30
Anas platyrhynchos,"Warren G. Magnuson Park, 7400 Sand Point Way NE, Seattle, WA 98115, USA",47.6797687,-122.2536022,2024-04-23
Ardea herodias,"Sand Point, Seattle, WA 98115, USA",47.6770959578,-122.2540313534,2024-04-17
Agelaius phoeniceus,"Sand Point, Seattle, WA 98115, USA",47.6773030302,-122.2543399449,2024-04-17
Anas platyrhynchos,"Sand Point, Seattle, WA 98115, USA",47.6773527778,-122.2600527778,2024-06-04
Mareca strepera,"Sand Point, Seattle, WA 98115, USA",47.6770611111,-122.2581555556,2024-06-04
Sturnus vulgaris,"Sand Point Way NE, Seattle, WA, US",47.6819403885,-122.2629314505,2024-06-03
Aix sponsa,"Sand Point, Seattle, WA 98115, USA",47.6773,-122.2531666997,2024-06-02
Melospiza melodia,"Sand Point, Seattle, WA 98115, USA",47.6770111111,-122.2580472222,2024-06-02
Colaptes auratus,"Sand Point, Seattle, WA 98115, USA",47.6769388889,-122.2581722222,2024-06-02
Aix sponsa,"Warren G. Magnuson Park, Seattle, WA, US",47.6766353817,-122.2536019066,2024-05-31
Charadrius vociferus,"Sand Point, Seattle, WA 98115, USA",47.6847884528,-122.2595051085,2024-05-20
Calypte anna,"Sand Point, Seattle, WA 98115, USA",47.687480144,-122.2544928941,2024-05-20
Zonotrichia leucophrys,"Sand Point, Seattle, WA 98115, USA",47.6872412751,-122.2543711162,2024-05-20
Calypte anna,"Sand Point, Seattle, WA 98115, USA",47.6828638889,-122.2523277778,2024-05-30
Aix sponsa,"Sand Point, Seattle, WA 98115, USA",47.6772373,-122.2531793997,2024-05-28
Junco hyemalis,"Warren G. Magnuson Park, Seattle, WA, US",47.6763884376,-122.254428412,2024-05-21
Mareca strepera,"Warren G. Magnuson Park, Seattle, WA, US",47.6769520633,-122.2580502764,2024-05-21
Anas platyrhynchos,"Warren G. Magnuson Park, Seattle, WA, US",47.6769745245,-122.258069462,2024-05-21
Branta canadensis,"Warren G. Magnuson Park, Seattle, WA, US",47.6800634162,-122.2477037248,2024-05-21
Aix sponsa,"Warren G. Magnuson Park, Seattle, WA, US",47.6765592956,-122.2545942644,2024-05-21
