Species,Location,Latitude,Longitude,Observation Date
Cackling Goose,Marymoor Park,47.662576,-122.12052,2024-12-19 07:50:00
Canvasback,Marymoor Park,47.662576,-122.12052,2024-12-19 07:50:00
Ring-necked Duck,Marymoor Park,47.662576,-122.12052,2024-12-19 07:50:00
Common Goldeneye,Marymoor Park,47.662576,-122.12052,2024-12-19 07:50:00
Hooded Merganser,Marymoor Park,47.662576,-122.12052,2024-12-19 07:50:00
Virginia Rail,Marymoor Park,47.662576,-122.12052,2024-12-19 07:50:00
Wilson's Snipe,Marymoor Park,47.662576,-122.12052,2024-12-19 07:50:00
Horned Grebe,Marymoor Park,47.662576,-122.12052,2024-12-19 07:50:00
Ring-billed Gull,Marymoor Park,47.662576,-122.12052,2024-12-19 05:50:00
American Barn Owl,Marymoor Park,47.662576,-122.12052,2024-12-19 05:50:00
California Scrub-Jay,Marymoor Park,47.662576,-122.12052,2024-12-19 05:30:00
Mountain Chickadee,Marymoor Park,47.662576,-122.12052,2024-12-19 05:30:00
Wood Duck,Marymoor Park,47.662576,-122.12052,2024-12-15 07:50:00
Cooper's Hawk,Marymoor Park,47.662576,-122.12052,2024-12-15 07:50:00
Cedar Waxwing,Marymoor Park,47.662576,-122.12052,2024-12-15 07:50:00
Northern Pintail,Marymoor Park,47.662576,-122.12052,2024-12-15 06:42:00
Greater White-fronted Goose,Marymoor Park,47.662576,-122.12052,2024-12-14 07:59:00
Green-winged Teal,Marymoor Park,47.662576,-122.12052,2024-12-14 07:59:00
Western Grebe,Marymoor Park,47.662576,-122.12052,2024-12-14 07:59:00
Northern Shoveler,Marymoor Park,47.662576,-122.12052,2024-12-14 07:55:00
Ruddy Duck,Marymoor Park,47.662576,-122.12052,2024-12-14 07:55:00
American Goldfinch,Marymoor Park,47.662576,-122.12052,2024-12-14 07:55:00
American Coot,Marymoor Park,47.662576,-122.12052,2024-12-12 08:01:00
Common Loon,Marymoor Park,47.662576,-122.12052,2024-12-12 08:01:00
Lincoln's Sparrow,Marymoor Park,47.662576,-122.12052,2024-12-10 12:29:00
Great Horned Owl,Marymoor Park,47.662576,-122.12052,2024-12-10 11:54:00
Purple Finch,Marymoor Park,47.662576,-122.12052,2024-12-10 11:54:00
Orange-crowned Warbler,Marymoor Park,47.662576,-122.12052,2024-12-10 11:54:00
Haemorhous mexicanus,"Southeast Redmond, Redmond, WA 98052, USA",47.6577251251,-122.1155469865,2024-12-18
Megaceryle alcyon,"Viewpoint, Redmond, WA 98052, USA",47.6567285369,-122.1142528206,2024-12-18
Corvus brachyrhynchos,Redmond,47.6594848633,-122.1109542847,2024-12-01
Anas platyrhynchos,Redmond,47.6586608887,-122.1180953979,2024-12-01
Branta canadensis,Marymoor Community Gardens,47.6600907689,-122.1165165542,2024-11-09
Cistothorus palustris,"Southeast Redmond, Redmond, WA 98052, USA",47.6589273944,-122.1178710327,2024-11-02
Zonotrichia atricapilla,"Southeast Redmond, Redmond, WA 98052, USA",47.6593973051,-122.1197330479,2024-11-02
Buteo jamaicensis,"Viewpoint, Redmond, WA 98052, USA",47.6560512583,-122.1148180923,2024-11-02
Turdus migratorius,"Southeast Redmond, Redmond, WA 98052, USA",47.6581411129,-122.1130955786,2024-11-02
Haemorhous mexicanus,"Southeast Redmond, Redmond, WA 98052, USA",47.6587395443,-122.1170711536,2024-11-02
Haliaeetus leucocephalus,"Southeast Redmond, Redmond, WA 98052, USA",47.6589410405,-122.1187356446,2024-11-02
Turdus migratorius,"Marymoor Park, Redmond, WA, US",47.6588666667,-122.1186361667,2024-10-19
Selasphorus rufus,"Southeast Redmond, Redmond, WA 98052, USA",47.6597220165,-122.1168112935,2024-06-30
Zonotrichia leucophrys,"Southeast Redmond, Redmond, WA 98052, USA",47.660480362,-122.1085169464,2024-10-12
Calypte anna,"Southeast Redmond, Redmond, WA 98052, USA",47.660480362,-122.1085169464,2024-10-12
Corvus brachyrhynchos,"Southeast Redmond, Redmond, WA 98052, USA",47.660480362,-122.1085169464,2024-10-12
Branta canadensis,"Southeast Redmond, Redmond, WA 98052, USA",47.660480362,-122.1085169464,2024-10-12
Cyanocitta stelleri,"Southeast Redmond, Redmond, WA 98052, USA",47.660480362,-122.1085169464,2024-10-12
Colaptes auratus,"Southeast Redmond, Redmond, WA 98052, USA",47.660480362,-122.1085169464,2024-10-12
Columba livia domestica,"Southeast Redmond, Redmond, WA 98052, USA",47.660480362,-122.1085169464,2024-10-12
Turdus migratorius,"Viewpoint, Redmond, WA 98052, USA",47.6542188701,-122.1166705826,2024-10-13
Catharus ustulatus,"Viewpoint, Redmond, WA 98052, USA",47.6544126828,-122.1162519489,2024-10-13
Turdus migratorius,"Marymoor Off-Leash Dog Park, Redmond, WA, US",47.6581471949,-122.1167402241,2024-10-05
Melospiza melodia,"Marymoor Off-Leash Dog Park, Redmond, WA, US",47.6578254487,-122.1157852972,2024-10-05
Branta canadensis,"Marymoor Park, Redmond, WA, US",47.6575495018,-122.1097156186,2024-10-05
Passerculus sandwichensis,"Marymoor Park, Redmond, WA, US",47.6580938046,-122.1092389084,2024-10-05
Poecile atricapillus,"Marymoor Park, Redmond, WA, US",47.6582902574,-122.1093511631,2024-10-05
Haemorhous mexicanus,"Marymoor Park, Redmond, WA, US",47.6579089125,-122.1092044272,2024-10-05
Zonotrichia leucophrys,"Southeast Redmond, Redmond, WA 98052, USA",47.6597731185,-122.1159979329,2024-09-22
Calypte anna,"Southeast Redmond, Redmond, WA 98052, USA",47.6597999909,-122.1167915314,2024-09-22
Mareca strepera,"Southeast Redmond, Redmond, WA 98052, USA",47.6576866667,-122.1156733333,2024-09-16
Pandion haliaetus,"Southeast Redmond, Redmond, WA 98052, USA",47.6582,-122.1169433333,2024-09-16
Larus glaucescens,"Southeast Redmond, Redmond, WA 98052, USA",47.65885,-122.1183616667,2024-09-16
Astur cooperii,"Southeast Redmond, Redmond, WA 98052, USA",47.6588683333,-122.119195,2024-09-16
Poecile rufescens,"Southeast Redmond, Redmond, WA 98052, USA",47.66027,-122.11723,2024-09-16
Calypte anna,"Southeast Redmond, Redmond, WA 98052, USA",47.66036,-122.11709,2024-09-16
Melospiza melodia,"Southeast Redmond, Redmond, WA 98052, USA",47.6604016667,-122.11699,2024-09-16
Branta canadensis,"Southeast Redmond, Redmond, WA 98052, USA",47.660645,-122.11244,2024-09-16
Junco hyemalis,"Southeast Redmond, Redmond, WA 98052, USA",47.6609882559,-122.1185297596,2024-09-16
Zonotrichia leucophrys,"Marymoor Park, Redmond, WA",47.657337218,-122.1099733211,2024-09-15
Pandion haliaetus,"Marymoor Park, Redmond, WA",47.6577793505,-122.1104685587,2024-09-15
Passerculus sandwichensis,"Marymoor Park, Redmond, WA",47.6590119396,-122.1107908158,2024-09-15
Astur cooperii,"Marymoor Park, Redmond, WA",47.659959045,-122.1105376899,2024-09-15
Falco sparverius,"Marymoor Park, Redmond, WA",47.659959045,-122.1105376899,2024-09-15
Melospiza melodia,"Town Center Open Space, Redmond, WA, US",47.66898,-122.1251445,2024-09-11
Corvus brachyrhynchos,"Southeast Redmond, Redmond, WA 98052, USA",47.6597393501,-122.1171755307,2024-08-25
Calypte anna,"Southeast Redmond, Redmond, WA 98052, USA",47.6600158734,-122.1170936152,2024-08-18
Haemorhous mexicanus,"Marymoor Park, Redmond, WA, US",47.662045,-122.1159138333,2024-08-11
Aix sponsa,"Southeast Redmond, Redmond, WA 98052, USA",47.6633840537,-122.1263705672,2024-08-11
Tyto furcata,"Southeast Redmond, Redmond, WA 98052, USA",47.660151023,-122.1079928979,2024-07-30
Ardea herodias,"Southeast Redmond, Redmond, WA 98052, USA",47.656776877,-122.1120404151,2024-07-24
Zonotrichia leucophrys,"Southeast Redmond, Redmond, WA 98052, USA",47.6574706265,-122.1149586721,2024-07-24
Melospiza melodia,"SR-520 W, Redmond, WA, US",47.6680616667,-122.1244971667,2024-07-18
Calypte anna,"Southeast Redmond, Redmond, WA 98052, USA",47.657563684,-122.1141370665,2024-07-15
Contopus sordidulus,"Southeast Redmond, Redmond, WA 98052, USA",47.6575709057,-122.1141693368,2024-07-15
Columba livia domestica,"Downtown, Redmond, WA 98052, USA",47.6709532048,-122.1207128552,2024-07-06
Tachycineta bicolor,"Marymoor Park, Redmond, WA, US",47.6587133333,-122.1093055,2024-06-29
Tachycineta bicolor,"Southeast Redmond, Redmond, WA 98052, USA",47.6596520793,-122.1166366339,2024-06-21
Corvus brachyrhynchos,"Southeast Redmond, Redmond, WA 98052, USA",47.6601073132,-122.1171182132,2024-06-19
Molothrus ater,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Spinus tristis,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Ardea herodias,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Catharus ustulatus,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Aix sponsa,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Haliaeetus leucocephalus,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Tachycineta bicolor,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Progne subis,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Melospiza melodia,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Contopus sordidulus,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Colaptes auratus,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Catharus guttatus,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Pipilo maculatus,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Junco hyemalis,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Anas platyrhynchos,"Marymoor Off-Leash Dog Park, 6046 West Lake Sammamish Pkwy NE, Redmond, WA 98052, USA",47.65805,-122.1138768,2024-06-22
Icteria virens,"Southeast Redmond, Redmond, WA 98052, USA",47.6573730895,-122.1100351079,2024-06-20
Ardea herodias,Redmond,47.6580810547,-122.1206436157,2024-06-15
Passerculus sandwichensis,"Southeast Redmond, Redmond, WA 98052, USA",47.6594558417,-122.1095552668,2024-06-09
Passerculus sandwichensis,"Southeast Redmond, Redmond, WA 98052, USA",47.6581438348,-122.1100840494,2024-06-11
Passerculus sandwichensis,"Southeast Redmond, Redmond, WA 98052, USA",47.6592676954,-122.1097365398,2024-06-08
Tachycineta bicolor,"Southeast Redmond, Redmond, WA 98052, USA",47.6596142229,-122.1103023369,2024-06-08
Haemorhous mexicanus,"Southeast Redmond, Redmond, WA 98052, USA",47.6598447372,-122.1102378148,2024-06-08
Haliaeetus leucocephalus,"Redmond, WA 98052, USA",47.6602722,-122.1109983,2024-06-08
Mergus merganser,"Redmond, WA 98052, USA",47.6602722,-122.1109983,2024-06-08
Cyanocitta stelleri,"Redmond, WA 98052, USA",47.6602722,-122.1109983,2024-06-08
Pandion haliaetus,"Redmond, WA 98052, USA",47.6602722,-122.1109983,2024-06-08
Ardea herodias,"Southeast Redmond, Redmond, WA 98052, USA",47.6644472222,-122.1174305556,2024-06-09
Pandion haliaetus,"Southeast Redmond, Redmond, WA 98052, USA",47.6642972222,-122.1155833333,2024-06-09
Columba livia domestica,"Overlake, Redmond, WA 98052, USA",47.6662131286,-122.1277976628,2024-06-08
Pheucticus melanocephalus,"159th Ave NE, Redmond, WA, US",47.665225,-122.1286555,2024-06-05
Haliaeetus leucocephalus,"Viewpoint, Redmond, WA 98052, USA",47.6577951317,-122.1152462438,2024-06-04
Bombycilla cedrorum,"Southeast Redmond, Redmond, WA 98052, USA",47.6595874701,-122.1102360024,2024-06-01
Haemorhous mexicanus,"Southeast Redmond, Redmond, WA 98052, USA",47.6595513389,-122.1103432908,2024-06-01
Passerina amoena,"Southeast Redmond, Redmond, WA 98052, USA",47.6597247684,-122.1094635262,2024-06-01
Tachycineta bicolor,"Southeast Redmond, Redmond, WA 98052, USA",47.6587637206,-122.1095869288,2024-06-01
Passerculus sandwichensis,"Southeast Redmond, Redmond, WA 98052, USA",47.6589004113,-122.1091664424,2024-06-01
Geothlypis trichas,"Southeast Redmond, Redmond, WA 98052, USA",47.6597494983,-122.1101642242,2024-06-01
Tyrannus verticalis,"Southeast Redmond, Redmond, WA 98052, USA",47.6590220396,-122.1100408426,2024-06-01
Pipilo maculatus,"Southeast Redmond, Redmond, WA 98052, USA",47.6597374398,-122.1100944868,2024-06-01
Junco hyemalis,"Southeast Redmond, Redmond, WA 98052, USA",47.6598060888,-122.1105826488,2024-06-01
Cypseloides niger,"Southeast Redmond, Redmond, WA 98052, USA",47.6589434257,-122.1199818966,2024-05-31
Selasphorus rufus,"Southeast Redmond, Redmond, WA 98052, USA",47.6579297333,-122.1092605127,2024-05-31
Patagioenas fasciata,"Southeast Redmond, Redmond, WA 98052, USA",47.6592202548,-122.1125404034,2024-05-31
Bombycilla cedrorum,"Southeast Redmond, Redmond, WA 98052, USA",47.659712006,-122.1107996308,2024-05-31
Passerina amoena,"Southeast Redmond, Redmond, WA 98052, USA",47.6600267199,-122.1110826969,2024-05-31
Molothrus ater,"SR-520 W, Redmond, WA, US",47.6678366667,-122.1157916667,2024-05-29
Turdus migratorius,"Downtown, Redmond, WA 98052, USA",47.6706229941,-122.1257462996,2024-05-17
Pandion haliaetus,"Marymoor Park, Redmond, WA, US",47.6605383114,-122.1099660405,2024-05-18
Agelaius phoeniceus,"Marymoor Park, Redmond, WA, US",47.6593883333,-122.1197888333,2024-05-18
Charadrius vociferus,"Marymoor Park, Redmond, WA, US",47.6593883333,-122.1197888333,2024-05-18
Tachycineta thalassina,"Marymoor Park, Redmond, WA, US",47.6587133333,-122.1182305,2024-05-18
Zonotrichia atricapilla,"Marymoor Park, Redmond, WA, US",47.6594416667,-122.1092138333,2024-05-18
Passerculus sandwichensis,"Marymoor Park, Redmond, WA, US",47.6578883333,-122.1091471667,2024-05-18
Calypte anna,"Marymoor Park, Redmond, WA, US",47.65982,-122.1103221667,2024-05-18
Haemorhous mexicanus,"Southeast Redmond, Redmond, WA 98052, USA",47.6572662407,-122.1099981666,2024-05-14
Mareca strepera,"Marymoor Off-Leash Dog Park, Redmond, WA, US",47.6585958526,-122.1179018823,2024-05-12
Aix sponsa,"Marymoor Park, Redmond, WA, US",47.6592430613,-122.1196796001,2024-05-12
Stelgidopteryx serripennis,"Southeast Redmond, Redmond, WA 98052, USA",47.6579459132,-122.1092555693,2024-05-11
Agelaius phoeniceus,"Marymoor Park, Redmond, WA, US",47.6593686663,-122.1201280632,2024-05-04
Branta canadensis,"Sammamish River, Redmond, WA, US",47.6582453042,-122.1178109236,2024-05-04
Anas platyrhynchos,"Sammamish River, Redmond, WA, US",47.6586474803,-122.1189743965,2024-05-04
Ardea herodias,"Sammamish River, Redmond, WA, US",47.6597561915,-122.1220128142,2024-05-04
Junco hyemalis,"Marymoor Park, Redmond, WA, US",47.6584990842,-122.1178031648,2024-05-04
Melospiza melodia,"Marymoor Park, Redmond, WA, US",47.6584925144,-122.1095210404,2024-05-04
Tachycineta bicolor,"Southeast Redmond, Redmond, WA 98052, USA",47.6600925754,-122.1160578965,2024-05-02
Junco hyemalis,"Southeast Redmond, Redmond, WA 98052, USA",47.6600925754,-122.1160578965,2024-05-02
Melospiza melodia,"Southeast Redmond, Redmond, WA 98052, USA",47.6608527778,-122.1227888889,2024-04-30
Zonotrichia atricapilla,"Southeast Redmond, Redmond, WA 98052, USA",47.6627277778,-122.1260222222,2024-04-30
Mergus merganser,"Downtown, Redmond, WA 98052, USA",47.6683888889,-122.1268444444,2024-04-30
Anser albifrons,"Southeast Redmond, Redmond, WA 98052, USA",47.6634962839,-122.1238498724,2024-04-28
Pandion haliaetus,"Southeast Redmond, Redmond, WA 98052, USA",47.6603044154,-122.1158284159,2024-04-28
Meleagris gallopavo domesticus,"Southeast Redmond, Redmond, WA 98052, USA",47.6627965488,-122.118008357,2024-04-28
Passerculus sandwichensis,"Southeast Redmond, Redmond, WA 98052, USA",47.6599327724,-122.1107157514,2024-04-28
Tachycineta bicolor,"Southeast Redmond, Redmond, WA 98052, USA",47.6588182813,-122.1092192251,2024-04-28
Setophaga coronata,"156th Pl NE, Redmond, WA, US",47.6630866667,-122.1323778333,2024-04-24
Tachycineta bicolor,"Southeast Redmond, Redmond, WA 98052, USA",47.659265413,-122.1101637489,2024-04-13
Ardea herodias,"Southeast Redmond, Redmond, WA 98052, USA",47.6600615203,-122.1156914725,2024-04-13
Gallinago delicata,"Southeast Redmond, Redmond, WA 98052, USA",47.6589841341,-122.1194968902,2024-04-13
Actitis macularius,"Southeast Redmond, Redmond, WA 98052, USA",47.658109934,-122.1178002597,2024-04-13
Haliaeetus leucocephalus,"Southeast Redmond, Redmond, WA 98052, USA",47.6578584602,-122.1156442407,2024-04-13
Passerculus sandwichensis,"Southeast Redmond, Redmond, WA 98052, USA",47.6585873642,-122.1098182908,2024-04-13
Anser albifrons,"Southeast Redmond, Redmond, WA 98052, USA",47.6612639199,-122.1113354917,2024-04-13
Lanius ludovicianus,"Southeast Redmond, Redmond, WA 98052, USA",47.6594839093,-122.1090332254,2024-04-13
Zonotrichia atricapilla,"Southeast Redmond, Redmond, WA 98052, USA",47.6594064567,-122.1199319397,2024-03-29
Poecile atricapillus,"Southeast Redmond, Redmond, WA 98052, USA",47.6581723261,-122.1179159129,2024-03-29
Astur cooperii,"Southeast Redmond, Redmond, WA 98052, USA",47.6576773261,-122.1094910575,2024-04-19
Gallinago delicata,"Southeast Redmond, Redmond, WA 98052, USA",47.6578148893,-122.115979243,2024-04-18
Aythya collaris,"Southeast Redmond, Redmond, WA 98052, USA",47.6644111111,-122.1269194444,2024-04-12
Mergus merganser,"Downtown, Redmond, WA 98052, USA",47.6684583333,-122.1266888889,2024-04-12
Colaptes auratus,"Southeast Redmond, Redmond, WA 98052, USA",47.6602499988,-122.1186158167,2024-04-12
Gallinago delicata,"Southeast Redmond, Redmond, WA 98052, USA",47.6591869082,-122.120100448,2024-04-12
Anser albifrons,"Southeast Redmond, Redmond, WA 98052, USA",47.6606997039,-122.1106289664,2024-04-12
Corvus brachyrhynchos,"Southeast Redmond, Redmond, WA 98052, USA",47.6590066667,-122.1107733333,2024-04-05
Passerculus sandwichensis,"Southeast Redmond, Redmond, WA 98052, USA",47.6588766667,-122.11076,2024-04-05
Ardea herodias,"Southeast Redmond, Redmond, WA 98052, USA",47.65848,-122.1107916667,2024-04-05
Turdus migratorius,"Southeast Redmond, Redmond, WA 98052, USA",47.6575566667,-122.11019,2024-04-05
Sturnella neglecta,"Southeast Redmond, Redmond, WA 98052, USA",47.6595816667,-122.1097933333,2024-04-05
Zonotrichia atricapilla,"Southeast Redmond, Redmond, WA 98052, USA",47.6594233333,-122.10902,2024-04-05
Calypte anna,"Southeast Redmond, Redmond, WA 98052, USA",47.6592166667,-122.1084866667,2024-04-05
Colaptes auratus,"Southeast Redmond, Redmond, WA 98052, USA",47.6626206093,-122.1222736483,2024-04-05
Sialia mexicana,"Southeast Redmond, Redmond, WA 98052, USA",47.6593470685,-122.1091288532,2024-04-05
Zonotrichia leucophrys,"Southeast Redmond, Redmond, WA 98052, USA",47.6635494602,-122.114027765,2024-04-05
Tachycineta bicolor,"Southeast Redmond, Redmond, WA 98052, USA",47.660796677,-122.1113501839,2024-04-05
Junco hyemalis,"Southeast Redmond, Redmond, WA 98052, USA",47.660079341,-122.11058978,2024-04-05
Calypte anna,"Southeast Redmond, Redmond, WA 98052, USA",47.6605392511,-122.1134100823,2024-04-03
Regulus satrapa,"Southeast Redmond, Redmond, WA 98052, USA",47.6605671006,-122.1142489739,2024-04-03
Phasianus colchicus,"Marymoor Park, Redmond, WA, US",47.6629333333,-122.1116111667,2023-04-22
Charadrius vociferus,"170th Ave NE, Redmond, WA, US",47.668445,-122.11615,2024-03-28
Psaltriparus minimus,"Southeast Redmond, Redmond, WA 98052, USA",47.6571429094,-122.114434937,2024-03-27
Ardea herodias,"Southeast Redmond, Redmond, WA 98052, USA",47.657513,-122.115079,2024-03-08
Ardea herodias,"Southeast Redmond, Redmond, WA 98052, USA",47.6581922698,-122.115423461,2024-03-25
Anas crecca,"Southeast Redmond, Redmond, WA 98052, USA",47.6582500812,-122.1176636866,2024-03-25
Haliaeetus leucocephalus,"Southeast Redmond, Redmond, WA 98052, USA",47.6585391373,-122.1200039706,2024-03-25
Sayornis saya,"Southeast Redmond, Redmond, WA 98052, USA",47.6596275869,-122.1103290477,2024-03-25
Buteo jamaicensis,"Marymoor Park, Redmond, WA, US",47.6601335966,-122.1081546509,2024-03-22
Ardea herodias,"Southeast Redmond, Redmond, WA 98052, USA",47.6585138889,-122.1176444444,2023-07-15
Calypte anna,"Southeast Redmond, Redmond, WA 98052, USA",47.6610583333,-122.1188194444,2023-07-15
Anser albifrons,"Southeast Redmond, Redmond, WA 98052, USA",47.6629505,-122.1237198,2024-03-02
Branta canadensis,"Southeast Redmond, Redmond, WA 98052, USA",47.6629505,-122.1237198,2024-03-02
Tachycineta bicolor,"Southeast Redmond, Redmond, WA 98052, USA",47.6586711828,-122.1093397382,2024-03-17
Sialia currucoides,"Southeast Redmond, Redmond, WA 98052, USA",47.6604711666,-122.1079933217,2024-03-17
Thryomanes bewickii,"Southeast Redmond, Redmond, WA 98052, USA",47.6605297654,-122.1160711945,2024-03-13
Haemorhous mexicanus,"Southeast Redmond, Redmond, WA 98052, USA",47.6603840563,-122.1166126492,2024-03-13
Passerella iliaca,"Southeast Redmond, Redmond, WA 98052, USA",47.6595886225,-122.1204235484,2024-03-13
Zonotrichia leucophrys,"Southeast Redmond, Redmond, WA 98052, USA",47.6603482608,-122.1159174355,2024-03-09
Larus brachyrhynchus,"Southeast Redmond, Redmond, WA 98052, USA",47.6611358952,-122.1158861879,2024-03-09
Sturnella neglecta,"Southeast Redmond, Redmond, WA 98052, USA",47.6590011107,-122.1101582986,2024-03-09
Turdus migratorius,"Southeast Redmond, Redmond, WA 98052, USA",47.6593472376,-122.1093667742,2024-03-09
Sturnus vulgaris,"Southeast Redmond, Redmond, WA 98052, USA",47.6594247965,-122.1081957697,2024-03-09
Ardea herodias,"Southeast Redmond, Redmond, WA 98052, USA",47.6577461425,-122.1148081937,2024-03-09
Setophaga coronata,"Southeast Redmond, Redmond, WA 98052, USA",47.6571484888,-122.1124610542,2024-03-03
Fulica americana,"Southeast Redmond, Redmond, WA 98052, USA",47.6572146754,-122.1125254272,2024-03-03
Ardea herodias,"Southeast Redmond, Redmond, WA 98052, USA",47.6572146754,-122.1125254272,2024-03-03
Turdus migratorius,"Southeast Redmond, Redmond, WA 98052, USA",47.6572146754,-122.1125254272,2024-03-03
Ardea herodias,"Southeast Redmond, Redmond, WA 98052, USA",47.6572146754,-122.1125254272,2024-03-02
Corvus brachyrhynchos,"Southeast Redmond, Redmond, WA 98052, USA",47.6572146754,-122.1125254272,2024-03-02
Buteo jamaicensis,"Grass Lawn, Redmond, WA, USA",47.66785,-122.1289027778,2024-03-04
