Species,Location,Latitude,Longitude,Observation Date
Thryomanes bewickii,"Lawton Park, Seattle, WA 98199, USA",47.6591916667,-122.4260694444,2024-12-10
Haliaeetus leucocephalus,"Lawton Park, Seattle, WA 98199, USA",47.6584972222,-122.4256611111,2024-12-10
Dryocopus pileatus,"Lawton Park, Seattle, WA 98199, USA",47.6602252063,-122.4288088828,2024-12-10
Regulus satrapa,"Discovery Park, Seattle, WA 98199, USA",47.6656272222,-122.4193847222,2024-12-09
Certhia americana,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-12-08
Larus,"Lawton Park, Seattle, WA 98199, USA",47.6620139728,-122.424604183,2024-12-06
Larus glaucescens × occidentalis,"Lawton Park, Seattle, WA 98199, USA",47.6620139728,-122.424604183,2024-12-06
Urile pelagicus,"Lawton Park, Seattle, WA 98199, USA",47.6620139728,-122.424604183,2024-12-06
Podiceps grisegena,"Lawton Park, Seattle, WA 98199, USA",47.6620139728,-122.424604183,2024-12-06
Setophaga townsendi,"Lawton Park, Seattle, WA 98199, USA",47.6620139728,-122.424604183,2024-12-06
Haemorhous mexicanus,"Lawton Park, Seattle, WA 98199, USA",47.6606078185,-122.4315831857,2024-11-28
Corthylio calendula,"Discovery Park, Seattle, WA, US",47.6639133333,-122.420905,2024-12-01
Spinus pinus,"Discovery Park, Seattle, WA, US",47.6644116667,-122.4212383333,2024-12-01
Mergus serrator,"Discovery Park, Seattle, WA, US",47.6668083333,-122.4218033333,2024-12-01
Podiceps auritus,"Discovery Park, Seattle, WA, US",47.6668083333,-122.4218033333,2024-12-01
Bucephala albeola,"N Beach Trail, Seattle, WA, US",47.6669716667,-122.42312,2024-12-01
Bucephala clangula,"N Beach Trail, Seattle, WA, US",47.6662033333,-122.4238333333,2024-12-01
Nannopterum auritum,"N Beach Trail, Seattle, WA, US",47.6662033333,-122.4238333333,2024-12-01
Larus brachyrhynchus,"N Beach Trail, Seattle, WA, US",47.6662033333,-122.4238333333,2024-12-01
Larus brachyrhynchus,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-11-29
Mareca americana,"Lawton Park, Seattle, WA 98199, USA",47.6633429435,-122.4292005367,2024-11-29
Larus smithsonianus,"N Beach Trail, Seattle, WA, US",47.664455,-122.426845,2024-12-01
Gavia stellata,"N Beach Trail, Seattle, WA, US",47.6624783333,-122.434005,2024-12-01
Dryobates villosus,"Discovery Park, Seattle, WA, US",47.6622352219,-122.423039496,2024-11-30
Sitta canadensis,"Discovery Park, Seattle, WA, US",47.6639897999,-122.4226695386,2024-11-30
Larus glaucescens × occidentalis,"Discovery Park Blvd, Seattle, WA, US",47.6642866603,-122.4248049376,2024-11-23
Setophaga coronata coronata,"Lawton Park, Seattle, WA 98199, USA",47.6618284199,-122.43413556,2024-11-29
Colaptes auratus luteus × cafer,"Lawton Park, Seattle, WA 98199, USA",47.66191513,-122.4345057,2024-11-29
Astur cooperii,"N Beach Trail, Seattle, WA, US",47.6639533333,-122.427955,2024-11-23
Podiceps auritus,"N Beach Trail, Seattle, WA, US",47.6639583333,-122.4279633333,2024-11-23
Bucephala albeola,"N Beach Trail, Seattle, WA, US",47.6639633333,-122.4279633333,2024-11-23
Larus brachyrhynchus,"N Beach Trail, Seattle, WA, US",47.6624716667,-122.4338383333,2024-11-23
Chroicocephalus philadelphia,"N Beach Trail, Seattle, WA, US",47.662475,-122.4338383333,2024-11-23
Junco hyemalis,"Discovery Park Beach, Fort Lawton Beach, 122.434422, Seattle, WA 98199, USA",47.6606166667,-122.4303222222,2024-11-13
Zonotrichia atricapilla,"Lawton Park, Seattle, WA 98199, USA",47.6605694444,-122.4179083333,2024-11-22
Larinae,"Discovery Park, Seattle, WA 98199, USA",47.6595735317,-122.4291333049,2024-11-10
Anatidae,"Discovery Park, Seattle, WA 98199, USA",47.6595735317,-122.4291333049,2024-11-10
Podiceps auritus,"Discovery Park, Seattle, WA 98199, USA",47.66132,-122.417141,2024-11-10
Dryocopus pileatus,"Lawton Park, Seattle, WA 98199, USA",47.6658416667,-122.4102138889,2024-11-10
Aegolius acadicus,"Lawton Park, Seattle, WA 98199, USA",47.6608695845,-122.4196545624,2024-11-09
Regulus satrapa,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-11-02
Passerella iliaca,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-11-02
Troglodytes pacificus,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-11-02
Dryocopus pileatus,"Discovery Park, Seattle, WA, US",47.6611579325,-122.4175785262,2024-08-18
Plectrophenax nivalis,"Bernie Whitebear Way, Seattle, WA, US",47.6662366667,-122.4167166667,2024-10-30
Zonotrichia leucophrys,"Lawton Park, Seattle, WA 98199, USA",47.6560799795,-122.4166554695,2024-10-21
Zonotrichia atricapilla,"Lawton Park, Seattle, WA 98199, USA",47.6561318407,-122.4167198429,2024-10-21
Cyanocitta stelleri,"Lawton Park, Seattle, WA 98199, USA",47.6585520383,-122.4237154706,2024-10-21
Vireo huttoni,"King County, US-WA, US",47.661283004,-122.4280823292,2024-10-21
Larus brachyrhynchus,"Lawton Park, Seattle, WA 98199, USA",47.6634003881,-122.4266847403,2024-10-21
Colaptes auratus,"Lawton Park, Seattle, WA 98199, USA",47.6637864212,-122.4213682833,2024-10-21
Pipilo maculatus,"Lawton Park, Seattle, WA 98199, USA",47.6648402765,-122.4196939434,2024-10-21
Mareca americana,"Lawton Park, Seattle, WA 98199, USA",47.6680284339,-122.4150858194,2024-10-21
Junco hyemalis,"Lawton Park, Seattle, WA 98199, USA",47.6662438116,-122.4191749939,2024-10-21
Anas platyrhynchos,"Lawton Park, Seattle, WA 98199, USA",47.6679706333,-122.4151386675,2024-10-21
Setophaga townsendi,"Lawton Park, Seattle, WA 98199, USA",47.6681995282,-122.416669915,2024-10-21
Megaceryle alcyon,"King County, US-WA, US",47.6679561831,-122.4153073526,2024-10-21
Haemorhous mexicanus,"Lawton Park, Seattle, WA 98199, USA",47.6680806491,-122.4166645503,2024-10-21
Anas platyrhynchos platyrhynchos,"Bernie Whitebear Way, Seattle, WA, US",47.6679058082,-122.4149331641,2024-10-20
Larus,"Seattle, WA, USA",47.663196371,-122.432762997,2024-10-08
Larus brachyrhynchus,"Seattle, WA, USA",47.6626523092,-122.433593264,2024-10-08
Columba livia domestica,"Seattle, WA, USA",47.6634615939,-122.4317049889,2024-10-08
Sturnus vulgaris,"Magnolia, Seattle, WA 98199, USA",47.6627203126,-122.4321705599,2024-10-08
Podiceps auritus,"Seattle, WA, USA",47.6635500246,-122.431510521,2024-10-08
Larus brachyrhynchus,"Magnolia, Seattle, WA 98199, USA",47.6603080507,-122.4316896017,2024-08-11
Pandion haliaetus,"Magnolia, Seattle, WA 98199, USA",47.6603080507,-122.4316896017,2024-08-11
Melospiza melodia,"Magnolia, Seattle, WA 98199, USA",47.6603080507,-122.4316896017,2024-08-11
Ardea herodias,"Magnolia, Seattle, WA 98199, USA",47.6603080507,-122.4316896017,2024-08-11
Anseriformes,"S Beach Trail, Seattle, WA, US",47.6583466667,-122.4266366667,2024-10-19
Podiceps auritus,"Seattle, WA, USA",47.663360235,-122.4325641796,2024-10-19
Larus brachyrhynchus,"Magnolia, Seattle, WA 98199, USA",47.6629590737,-122.4312673384,2024-10-19
Molothrus ater,"Lawton Park, Seattle, WA 98199, USA",47.66177421,-122.4200470786,2023-07-30
Larus brachyrhynchus,"Magnolia, Seattle, WA 98199, USA",47.6595496067,-122.4298275307,2024-10-03
Larus smithsonianus,"Magnolia, Seattle, WA 98199, USA",47.6626941004,-122.4321326329,2024-10-03
Falco columbarius,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-10-05
Leiothlypis celata,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-10-05
Sphyrapicus ruber,"Discovery Park, Seattle, WA, US",47.6622716667,-122.4193633333,2024-09-21
Larus,"Lawton Park, Seattle, WA 98199, USA",47.6612635031,-122.4337806925,2024-09-19
Ardea herodias,"Magnolia, Seattle, WA 98199, USA",47.6609895917,-122.4336402118,2024-09-19
Vireo huttoni,"Texas Way W, Seattle, WA, US",47.6647622024,-122.4101411611,2024-08-31
Poecile rufescens,"Discovery Park, Seattle, WA, US",47.658751419,-122.4220288165,2024-08-31
Calidris mauri,"N Beach Trail, Seattle, WA, US",47.662692928,-122.4317484121,2024-09-15
Larus brachyrhynchus,"Seattle, WA, USA",47.6638693339,-122.433056791,2024-09-15
Butorides virescens,"N Beach Trail, Seattle, WA, US",47.6634383333,-122.4289633333,2024-08-31
Podiceps grisegena,"Shilshole Bay, Seattle, WA, US",47.667805,-122.421945,2024-08-31
Astur cooperii,"Discovery Park, Seattle, WA, US",47.65588,-122.41693,2024-09-15
Falco peregrinus,"S Beach Trail, Seattle, WA, US",47.6607166667,-122.43273,2024-09-15
Larus glaucescens,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-10
Corvus brachyrhynchos,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-10
Anas platyrhynchos,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-10
Megaceryle alcyon,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-10
Nannopterum auritum,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-10
Psaltriparus minimus,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-10
Junco hyemalis,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-10
Larus delawarensis,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-10
Sitta canadensis,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-10
Melospiza melodia,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-10
Poecile atricapillus,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-09-07
Ardea herodias,"Lawton Park, Seattle, WA 98199, USA",47.6606777778,-122.4296694444,2024-09-07
Calidris alba,"Seattle, WA, US",47.6587601798,-122.4274377712,2024-09-08
Ardea herodias,"S Beach Trail, Seattle, WA, US",47.6585707961,-122.4283415421,2024-09-01
Astur cooperii,"Discovery Park, Seattle, WA, US",47.6623548293,-122.4153034028,2024-08-31
Charadrius semipalmatus,"Discovery Park, Seattle, WA, US",47.6611658779,-122.4165935809,2024-08-31
Calidris mauri,"Lawton Park, Seattle, WA 98199, USA",47.6608382966,-122.4309601824,2024-08-31
Poecile atricapillus,"Lawton Park, Seattle, WA 98199, USA",47.6603026476,-122.430299796,2024-08-31
Vireo gilvus,"Lawton Park, Seattle, WA 98199, USA",47.6613795047,-122.418448734,2024-08-31
Calypte anna,"Lawton Park, Seattle, WA 98199, USA",47.6614400605,-122.4186633107,2024-08-31
Spinus tristis,"Lawton Park, Seattle, WA 98199, USA",47.6614455566,-122.418384361,2024-08-31
Cardellina pusilla,"Lawton Park, Seattle, WA 98199, USA",47.6615143569,-122.4188594286,2024-08-31
Contopus sordidulus,"Lawton Park, Seattle, WA 98199, USA",47.661565246,-122.4184791876,2024-08-31
Junco hyemalis,"Lawton Park, Seattle, WA 98199, USA",47.6642979995,-122.4171167093,2024-08-31
Calidris minutilla,"Magnolia, Seattle, WA 98199, USA",47.6606238846,-122.4327221383,2024-08-31
Strix varia,"42nd Ave W, Seattle, WA, US",47.6686972716,-122.4105562475,2024-08-31
Contopus cooperi,"King County, US-WA, US",47.6688270549,-122.4177734369,2024-08-27
Larus glaucescens,"Magnolia, Seattle, WA 98199, USA",47.664750855,-122.4265229298,2024-08-25
Larus glaucescens × occidentalis,"Magnolia, Seattle, WA 98199, USA",47.6638043031,-122.4288510872,2024-08-25
Calidris minutilla,"Magnolia, Seattle, WA 98199, USA",47.660791119,-122.4331640793,2024-08-25
Actitis macularius,"Magnolia, Seattle, WA 98199, USA",47.6635008248,-122.4296235634,2024-08-25
Larus brachyrhynchus,"Lawton Park, Seattle, WA, US",47.6581633333,-122.4280616667,2024-08-22
Poecile rufescens,"Lawton Park, Seattle, WA 98199, USA",47.6643875774,-122.4211465193,2024-06-23
Cardellina pusilla,"Lawton Park, Seattle, WA 98199, USA",47.6663611997,-122.4204988961,2024-06-23
Psaltriparus minimus,"Lawton Park, Seattle, WA 98199, USA",47.664409427,-122.4270057753,2024-06-23
Ardea herodias,"Bernie Whitebear Way, Seattle, WA, US",47.66788,-122.41527,2024-08-18
Larus brachyrhynchus,"Magnolia, Seattle, WA 98199, USA",47.6609027778,-122.4336138889,2024-08-18
Psaltriparus minimus,"Discovery Park Blvd, Seattle, WA, US",47.6614583333,-122.4338883333,2024-08-12
Dryocopus pileatus,"Discovery Park, Seattle, WA, US",47.6600478524,-122.4169299102,2024-08-17
Laridae,"Lawton Park, Seattle, WA 98199, USA",47.6684927778,-122.4180027778,2024-08-14
Poecile rufescens,"Bernie Whitebear Way, Seattle, WA, US",47.666295,-122.41198,2024-08-11
Larus glaucescens × occidentalis,"N Beach Trail, Seattle, WA, US",47.6658583333,-122.4243166667,2024-08-11
Hydroprogne caspia,"Shilshole Bay, Seattle, WA, US",47.6628533333,-122.4319616667,2024-08-11
Cepphus columba,"Shilshole Bay, Seattle, WA, US",47.662705,-122.4333116667,2024-08-11
Psaltriparus minimus,"Discovery Park Blvd, Seattle, WA, US",47.6607283333,-122.43065,2024-08-11
Junco hyemalis,"Lawton Park, Seattle, WA 98199, USA",47.6620609103,-122.4271907236,2024-08-10
Poecile rufescens,"Lawton Park, Seattle, WA 98199, USA",47.6666201537,-122.418823515,2024-08-10
Certhia americana,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-06-28
Strix varia,"Lawton Park, Seattle, WA 98199, USA",47.6626722222,-122.4216194444,2024-08-03
Psaltriparus minimus,"Lawton Park, Seattle, WA 98199, USA",47.6628138889,-122.4220083333,2024-08-03
Hirundo rustica,"Lawton Park, Seattle, WA 98199, USA",47.6571046125,-122.4189869754,2024-08-02
Haliaeetus leucocephalus,"Lawton Park, Seattle, WA 98199, USA",47.6606453096,-122.4189798138,2024-07-28
Bombycilla cedrorum,"Lawton Park, Seattle, WA 98199, USA",47.6606453096,-122.4189798138,2024-07-28
Astur cooperii,"Discovery Park, Seattle, WA, US",47.6641155097,-122.4177642838,2024-07-27
Junco hyemalis,"Discovery Park, Seattle, WA, US",47.6641994828,-122.4210063087,2024-07-27
Bombycilla cedrorum,"Discovery Park, Seattle, WA, US",47.6614413147,-122.4205831921,2024-07-27
Pandion haliaetus,"Discovery Park, Seattle, WA, US",47.6619503868,-122.42371571,2024-07-27
Buteo jamaicensis,"Discovery Park, Seattle, WA, US",47.6634684801,-122.4199932122,2024-07-27
Passer domesticus,"Lawton Park, Seattle, WA, US",47.6654400537,-122.4247495272,2024-07-25
Strix varia,"Bernie Whitebear Way, Seattle, WA, US",47.66802,-122.4146416667,2024-07-26
Larus californicus,"Seattle, WA, US",47.6639308501,-122.4279272744,2024-07-25
Larus,"Discovery Park, Seattle, WA, US",47.6599250882,-122.416517056,2024-07-25
Junco hyemalis,"Discovery Park, Seattle, WA, US",47.6568588198,-122.4213330672,2024-07-25
Ardea herodias,"Discovery Park, Seattle, WA, US",47.6608347537,-122.4169464036,2024-07-25
Pipilo maculatus,"Lawton Park, Seattle, WA 98199, USA",47.6662316667,-122.42381,2024-07-17
Thryomanes bewickii,"Lawton Park, Seattle, WA 98199, USA",47.6624683333,-122.432065,2024-07-17
Larus glaucescens,"Discovery Park Beach, Fort Lawton Beach, 122.434422, Seattle, WA 98199, USA",47.6602666667,-122.4307533333,2024-07-17
Colaptes auratus,"Lawton Park, Seattle, WA 98199, USA",47.6584216667,-122.4252066667,2024-07-17
Zonotrichia leucophrys,"Lawton Park, Seattle, WA 98199, USA",47.6552016667,-122.4190416667,2024-07-17
Pipilo maculatus,"Discovery Park, Seattle, WA, US",47.66307,-122.41278,2024-07-14
Passerculus sandwichensis,"Lawton Park, Seattle, WA 98199, USA",47.6565615171,-122.4141091721,2024-07-14
Ardea herodias,"Seattle, WA, USA",47.6579629794,-122.4265631419,2024-07-14
Branta canadensis,"Seattle, WA, USA",47.6578988664,-122.4264585082,2024-07-14
Calypte anna,"Lawton Park, Seattle, WA 98199, USA",47.6567247983,-122.4188963525,2024-07-14
Hydroprogne caspia,"Seattle, WA, USA",47.6578392794,-122.4277977715,2024-07-14
Tachycineta thalassina,"Lawton Park, Seattle, WA 98199, USA",47.6583307283,-122.4144315133,2024-07-14
Hirundo rustica,"Lawton Park, Seattle, WA 98199, USA",47.6583143386,-122.4144297029,2024-07-14
Turdus migratorius,"Bernie Whitebear Way, Seattle, WA, US",47.6658235673,-122.4113103382,2024-07-14
Pandion haliaetus,"Magnolia, Seattle, WA 98199, USA",47.6682387673,-122.4207126069,2024-07-13
Dryocopus pileatus,"Discovery Park, Seattle, WA, US",47.6646633333,-122.4189133333,2024-07-09
Strix varia,"Discovery Park, Seattle, WA, US",47.661487961,-122.4246035483,2024-07-07
Pipilo maculatus,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-06-17
Larus glaucescens,"Discovery Park, Seattle, WA 98199, USA",47.6631984253,-122.4308312948,2024-06-17
Strix varia,"Lawton Park, Seattle, WA 98199, USA",47.664687162,-122.4183854833,2024-06-23
Pandion haliaetus,"Lawton Park, Seattle, WA 98199, USA",47.6612305556,-122.4339388889,2024-06-25
Corvus brachyrhynchos,"Lawton Park, Seattle, WA 98199, USA",47.6565873363,-122.418350982,2024-06-22
Zonotrichia leucophrys,"Lawton Park, Seattle, WA 98199, USA",47.6591233715,-122.4116351978,2024-06-22
Selasphorus rufus,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-06-17
Calypte anna,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-06-17
Haemorhous purpureus,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-06-17
Leiothlypis celata,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-06-17
Empidonax difficilis,"Discovery Park, Seattle, WA 98199, USA",47.6613197,-122.4171413,2024-06-17
Pinicola enucleator,"Discovery Park, Seattle, WA, US",47.6567833333,-122.4165116667,2024-04-06
Strix varia,"Discovery Park, Seattle, WA, US",47.6667300026,-122.4185017295,2024-06-18
Charadrius vociferus,"Magnolia, Seattle, WA 98199, USA",47.6628656192,-122.4313653633,2024-02-17
Dryocopus pileatus,"Discovery Park, Seattle, WA, US",47.6617883333,-122.416205,2024-06-15
Colaptes auratus,"Discovery Park, Seattle, WA, US",47.66102,-122.4160616667,2024-06-15
Turdus migratorius,"Discovery Park, Seattle, WA, US",47.663405,-122.419555,2024-05-27
Bombycilla cedrorum,"Bernie Whitebear Way, Seattle, WA, US",47.6674616667,-122.4172666667,2024-05-27
Haemorhous mexicanus,"Discovery Park, Seattle, WA, US",47.661445,-122.4153583333,2024-06-15
Junco hyemalis,"Discovery Park, Seattle, WA, US",47.66072,-122.4209666667,2024-06-15
Euphagus carolinus,"Discovery Park, Seattle, WA, US",47.6663033333,-122.4168383333,2024-06-15
Pipilo maculatus,"Bernie Whitebear Way, Seattle, WA, US",47.66702,-122.414825,2024-05-27
Strix varia,"Lawton Park, Seattle, WA 98199, USA",47.6642459512,-122.4173310399,2024-06-16
Ardea herodias,"Seattle, WA, USA",47.6680819218,-122.4207894132,2024-06-16
Haliaeetus leucocephalus,"Lawton Park, Seattle, WA 98199, USA",47.6613186014,-122.4171412736,2024-05-28
Bombycilla cedrorum,"Lawton Park, Seattle, WA 98199, USA",47.6567083333,-122.4205888889,2024-06-11
